Bill,Flags,Title,Status,Veto,Date,Original Sponsor
SB 6080,f,"Kindergarten, K-3 class size",S subst for,,4/14/2015,Dammeier
SB 6081,$f,Labor and industries ombuds,S Rules X,,2/25/2016,Baumgartner
SB 6082,,"Powdered alcohol, banning",S Commerce and La,,3/18/2015,Roach
SB 6083,,Marijuana plants,S Commerce and La,,3/20/2015,Kohl-Welles
SB 6084,fd#,Accident report surcharge,S subst for,,6/29/2015,Hill
SB 6085,,Office furniture,S Rules X,,2/25/2016,Baumgartner
SB 6086,,Hospital certif of need/exem,S Health Care,,3/27/2015,Becker
SB 6087,f,Minimum hourly wage,S Commerce and L,,3/30/2015,Hobbs
SB 6088,,K-12 education enhancements,S subst for,,4/3/2015,Braun
2ESB 6089,,Health benefit exchange,C 33 L 15 E3,,7/6/2015,Hill
SB 6090,,Wages overpayment/muni corp,S Commerce and La,,4/2/2015,Miloscia
ESB 6091,af,"Slayer, definition of",C 211 L 16,,4/1/2016,Dammeier
ESB 6092,f#,"Court marshals, commissioned",C 6 L 15 E2,,7/9/2015,Roach
SB 6093,f,Intangible property taxation,S Ways & Means,,4/2/2015,Chase
SB 6094,,Resident undergrad tuition,S Higher Ed,,4/2/2015,Kohl-Welles
SB 6095,,Higher ed enrollment funding,S Higher Ed,,4/2/2015,Kohl-Welles
SB 6096,f,Cancer research,S subst for,,6/29/2015,Becker
SB 6097,f,Future teachers c. scholrshp,S Rules X,,2/25/2016,Ranker
SB 6098,f,Financial feasibility,S Rules X,,2/25/2016,Braun
SB 6099,,Crime victim representative,S subst for,,6/24/2015,Padden
ESB 6100,af,Economic gardening pilot pr.,C 212 L 16,,4/1/2016,Chase
SB 6101,f,Health care/cancer research,S Health Care,,4/15/2015,Habib
SB 6102,f,Capital gains excise tax,S Ways & Means,,4/16/2015,Ranker
SB 6103,,Basic education funding,S Ways & Means,,4/16/2015,Hargrove
SB 6104,,Education financing,S Ways & Means,,4/16/2015,Rolfes
SB 6105,f#,Aggravated left lane driving,S Rules X,,2/25/2016,Baumgartner
SB 6106,,Employee's inventions/rights,S Commerce and La,,4/16/2015,Chase
SB 6107,,Intellec. property/higher ed,S Law & Justice,,4/16/2015,Chase
SB 6108,,Officials/crim investigation,S Law & Justice,,4/16/2015,O'Ban
SB 6109,f,Basic educ reqs compliance,S Ways & Means,,4/16/2015,Dammeier
SB 6110,,Motor vehicles and dealers,S Commerce and La,,4/16/2015,McCoy
SB 6111,f,Intangible property taxation,S Ways & Means,,4/20/2015,Chase
SB 6112,,Recreational fishing,S Natural Resourc,,4/20/2015,Hatfield
SB 6113,,"Coll bound sch, st need grnt",S Higher Ed,,4/23/2015,Jayapal
SB 6114,d,Fiscal reform,S Ways & Means,,4/24/2015,Frockt
SB 6115,,"Water, sewerage businesses",S GovtOp&Sec,,4/24/2015,Chase
SB 6116,f,Edu employees during strike,S Rules X,,2/25/2016,Sheldon
SB 6117,,Notice against trespass,S subst for,,2/16/2016,Sheldon
SB 6118,d,Criminally insane/facilities,S Ways & Means,,5/1/2015,O'Ban
SB 6119,,Private railroad crossings,"S Energy, Environ",,5/8/2015,Ericksen
SB 6120,f,Vessel registration exemp,S subst for,,2/17/2016,Mullet
SB 6121,f,Carbon pollution market prog,"S Energy, Enviro",,5/13/2015,Hargrove
SB 6122,,Statewide student assessmnts,S EL/K-12,,5/15/2015,McAuliffe
SB 6123,,Retirement service credit,S Ways & Means,,5/20/2015,Bailey
SB 6124,f,Pilotage commissioners board,S Transportation,,5/22/2015,Chase
SB 6125,,Emergency drought response,S subst for,,5/28/2015,Honeyford
SB 6126,,Collective bargaining,S Rules X,,2/25/2016,Braun
SB 6127,,Elected officials' salaries,S Ways & Means,,5/22/2015,Fain
SB 6128,,Electronic product recycling,"S Energy, Enviro",,6/1/2015,Chase
SB 6129,,District-based elections,S Rules X,,2/25/2016,Roach
SB 6130,,Basic education obligation,S Ways & Means,,6/11/2015,Dammeier
SB 6131,f,Safer chemicals,S Rules X,,2/25/2016,Ericksen
SB 6132,,Electr generation facil T.O.,"S Energy, Environ",,6/11/2015,Ericksen
SB 6133,f,Employee/sheltered workshops,S Ways & Means,,6/15/2015,Hargrove
SB 6134,f,Pretrial alcohol monitoring,S subst for,,6/24/2015,Padden
SB 6135,,Binge eating disorder,S Health Care,,6/17/2015,Miloscia
SB 6136,,Marijuana market reforms,S Ways & Means,,6/19/2015,Rivers
SB 6137,,Legislator campaign contribs,S GovtOp&Sec,,6/24/2015,Fain
SB 6138,f,Tax pref elim and compliance,S subst for,,6/30/2015,Hill
SB 6139,f,Initiative & referendum sigs,S GovtOp&Sec,,6/26/2015,Miloscia
SB 6140,,Discover pass/rental car etc,S Natural Resour,,6/26/2015,Kohl-Welles
SB 6141,,Elson S Floyd med school/WSU,S Rules X,,2/25/2016,Baumgartner
SB 6142,f,Paint stewardship,"S Energy, Enviro",,6/27/2015,Chase
SB 6143,,Sentencing of offenders,S Law & Justice,,6/30/2015,Hargrove
SB 6144,,Family planning,S Health Care,,7/10/2015,Nelson
SB 6145,f,High sch science assessment,C 42 L 15 E3,,7/14/2015,Fraser
SB 6146,,Breast health information,S Health Care,,1/11/2016,Rolfes
SB 6147,,Water-sewer districts,S Rules 3,,3/10/2016,Roach
SB 6148,f,Storage/personal property,C 6 L 16 E1,V,3/29/2016,Warnick
SB 6149,,Pregnancy accommodations,S subst for,,2/16/2016,Keiser
SB 6150,fd#,Water pollution loans/term,S Rules 3,,3/10/2016,Honeyford
SB 6151,f#,Sexual assault protect order,S Rules 3,,3/10/2016,Litzow
SB 6152,f,I-405 express toll lanes,S Rules X,,2/25/2016,Hill
SB 6153,,Manufactured homes/titles,S Fin Inst/Ins,,1/11/2016,Mullet
SB 6154,f,"Corrections ombuds, creating",S Rules X,,2/25/2016,Miloscia
SB 6155,,County payroll draw days,S Rules 3,,3/10/2016,Roach
SB 6156,fd,Medicaid false claims act,C 147 L 16,,3/31/2016,Rivers
SB 6157,fd#,Tobacco and vapor products,S Commerce and L,,1/11/2016,Miloscia
SB 6158,,Firearms transfers/nonprofit,S Rules X,,2/25/2016,Dammeier
SB 6159,,Counties/independent counsel,S Law & Justice,,1/11/2016,Dammeier
SB 6160,f#,Motor vehicle air bags,S subst for,,2/5/2016,O'Ban
SB 6161,fo,Basic ed./caseload forecast,S Ways & Means,,1/28/2016,Bailey
SB 6162,fd,Invasive species council,C 7 L 16 E1,V,3/29/2016,Honeyford
SB 6163,f,District charter schools,S EL/K-12,,1/11/2016,Billig
SB 6164,,Youthful offenders/vacating,S Law & Justice,,1/11/2016,Rivers
SB 6165,,Short-barreled rifles,S subst for,,2/17/2016,Takko
ESB 6166,f,Incremental electricity,Gov vetoed,V,4/1/2016,Takko
SB 6167,fo,Health care provider comp.,S Health Care,,1/11/2016,Angel
SB 6168,,Drainage ditches/habitat,S GovtOp&Sec,,1/11/2016,Angel
SB 6169,,Easements in tax forclosures,S Rules 3,,3/10/2016,Angel
SB 6170,,Retirement info. disclosure,C 8 L 16 E1,V,3/29/2016,Roach
SB 6171,d,OPMA civil penalties,C 58 L 16,,3/29/2016,Roach
SB 6172,f,Clean water act/prelim certs,"S Energy, Enviro",,1/11/2016,Ericksen
SB 6173,,Greenhouse gas limits,S Rules X,,2/25/2016,Ericksen
SB 6174,,Ballot titles/initiatives,S Rules X,,2/25/2016,Ericksen
SB 6175,f#,Watershed management actions,"S Energy, Enviro",,1/11/2016,Ericksen
SB 6176,f,Electric vehicle equip. fee,"S Energy, Enviro",,1/11/2016,Ericksen
SB 6177,f,Marijuana research licenses,S subst for,,2/5/2016,Rivers
SB 6178,f#,Berry growers/burning waste,S Rules 3,,3/10/2016,Honeyford
SB 6179,f,Water banking,S subst for,,2/9/2016,Honeyford
SB 6180,$f,Disadvantaged business cmte.,S Rules 3,,3/10/2016,King
SB 6181,,Massage therapists,S Rules X,,2/25/2016,Becker
SB 6182,,High school graduation tests,S EL/K-12,,1/11/2016,McAuliffe
SB 6183,f,Local school district levies,S EL/K-12,,1/11/2016,McAuliffe
SB 6184,f,Martial arts excise taxation,S Ways & Means,,1/11/2016,Habib
SB 6185,,Repealing advisory votes,S GovtOp&Sec,,1/11/2016,Roach
SB 6186,,Fee restrictions,S GovtOp&Sec,,1/11/2016,Roach
SB 6187,$fo,Pollution insurance agency,S subst for,,2/10/2016,Litzow
SB 6188,f,Distributed generation,"S Energy, Enviro",,1/11/2016,McCoy
SB 6189,f,Native American curriculum,S Ways & Means,,2/5/2016,McCoy
SB 6190,,"Schools/""redskins"" term",S EL/K-12,,1/11/2016,McCoy
SB 6191,,Wastewater treatment,"S Energy, Enviro",,1/11/2016,McCoy
SB 6192,f,Educational opportunity gap,S EL/K-12,,1/11/2016,McCoy
SB 6193,f,Fuel taxes/tribal areas,S Rules X,,2/25/2016,King
SB 6194,,Public non-common schools,S subst for,,1/20/2016,Litzow
SB 6195,f,Basic education obligations,S subst for,,2/16/2016,Rivers
SB 6196,fo,Energy site eval. council,C 10 L 16 E1,V,3/29/2016,McCoy
SB 6197,f#,Cybercrime,S Rules X,,2/25/2016,Miloscia
SB 6198,,Fingerprints/DUI arrests,S Law & Justice,,1/12/2016,Padden
SB 6199,f,North Cascade elk herd plan,S Rules 3,,3/10/2016,Pearson
SB 6200,fd,WA fish license plates,C 30 L 16,,3/25/2016,Hewitt
SB 6201,d,Supplemental capital budget,S subst for,,2/26/2016,Honeyford
SB 6202,fd,National guard empl. rights,C 12 L 16,,3/10/2016,Hobbs
SB 6203,f,Practice of pharmacy,S subst for,,2/11/2016,Parlette
SB 6204,,Fire authority formation,S Rules X,,2/25/2016,Roach
SB 6205,fo,Corporation/acquiring person,C 216 L 16,,4/1/2016,Pedersen
SB 6206,,Industrial hemp growing,S subst for,,2/11/2016,Hasegawa
ESB 6207,f,Marijuana info. disclosure,S Rules 3,,3/10/2016,Rivers
SB 6208,fo,Political comm. disclosures,S GovtOp&Sec,,1/12/2016,Billig
SB 6209,,Continuity of care/Rx insur.,S Health Care,,1/13/2016,Rivers
SB 6210,f,Better life experience prog.,S subst for,,2/12/2016,Dammeier
SB 6211,f#,Nonprofit homeownership dev.,S subst for,,2/10/2016,Dammeier
SB 6212,f,Homeowners' assoc. ombuds,S Fin Inst/Ins,,1/13/2016,Rivers
SB 6213,,Hospital district job orders,S Rules X,,2/25/2016,Pearson
SB 6214,,Hospital district contracts,S Rules X,,2/25/2016,Pearson
SB 6215,f#,Municipal water rights,S subst for,,2/17/2016,Padden
SB 6216,f,Small business tax credit,S Ways & Means,,1/13/2016,Padden
SB 6217,,Nuclear power/EPA power plan,S Rules X,,2/25/2016,Brown
SB 6218,f,Clean energy education prg.,S Rules X,,2/25/2016,Brown
SB 6219,f#,Vehicular homicide sentences,S subst for,,2/10/2016,Brown
SB 6220,f,Federal economic dev. funds,C 12 L 16 E1,V,3/29/2016,Brown
SB 6221,f,Reg. processes & assistance,S Ways & Means,,1/28/2016,Brown
SB 6222,f,One-stop portal/businesses,S Rules X,,2/25/2016,Brown
SB 6223,f,Regulatory agency coord.,S Ways & Means,,1/28/2016,Brown
SB 6224,f,Energy site eval. council,S Rules X,,2/25/2016,Brown
SB 6225,,Carbon sequestration,"S Energy, Enviro",,1/13/2016,Brown
SB 6226,f#,International Plumbing Code,S Commerce and L,,1/13/2016,Warnick
SB 6227,fd#,Wildlife and recreation prg.,S subst for,,2/3/2016,Honeyford
SB 6228,fd,Medical licensure compact,S Health Care,,1/13/2016,Parlette
SB 6229,f,Foster care licensing,S Rules X,,2/25/2016,O'Ban
SB 6230,,Warrantless school searches,S Rules X,,2/25/2016,O'Ban
SB 6231,fd,Industrial classif. system,S Rules X,,2/25/2016,Hasegawa
SB 6232,f,Civics ed. & campaign comp.,S EL/K-12,,1/13/2016,Fain
SB 6233,f,Student freedom of express.,S Rules X,,2/25/2016,Fain
SB 6234,,Animal abuse registry,S Law & Justice,,1/13/2016,Fain
SB 6235,f#,Guardianships/right of comm.,S Law & Justice,,1/13/2016,Padden
SB 6236,f#,24/7 sobriety program,S Rules 2,,3/10/2016,Padden
SB 6237,,Telecom. services/PUDs,"S Energy, Enviro",,1/13/2016,Rolfes
SB 6238,,Schedule II controlled subs.,S subst for,,2/16/2016,Rivers
SB 6239,f#,Affordable housing/prop. tax,S subst for,,2/16/2016,Fain
SB 6240,f,Nursing home facilities,S Ways & Means,,2/5/2016,Parlette
SB 6241,fe,Teacher salaries & mentoring,S EL/K-12,,1/13/2016,Billig
SB 6242,f,ISRB/notice of petitions,S subst for,,2/16/2016,O'Ban
SB 6243,f,Youth suicide prevention,S subst for,,2/17/2016,Litzow
SB 6244,f,Educational opportunity gap,S Rules X,,2/25/2016,Litzow
SB 6245,f,Visual screening in schools,C 219 L 16,,4/1/2016,Litzow
SB 6246,fd,Operating sup budget 2016,S subst for,,2/26/2016,Hill
SB 6247,f#,On-site sewage system fees,S Rules 2,,3/4/2016,Angel
SB 6248,f,Transition of coal units,S subst for,,2/17/2016,Ericksen
SB 6249,,Host home programs,S Rules X,,2/25/2016,O'Ban
SB 6250,,Fire department employees,S Rules X,,2/25/2016,Braun
SB 6251,fd,Eliminating accounts,S Ways & Means,,1/13/2016,Hill
SB 6252,d,Criminal history/employment,S Ways & Means,,1/13/2016,Hill
SB 6253,,Community solar projects/PUD,"S Energy, Environ",,1/13/2016,Sheldon
SB 6254,f,Purple Heart license plates,S subst for,,2/12/2016,Sheldon
SB 6255,f,Judge impartiality,S Rules X,,2/25/2016,Sheldon
SB 6256,,Energy financing voter app.,S Rules X,,2/25/2016,Sheldon
SB 6257,fd,Environmental statutes,"S Energy, Enviro",,1/13/2016,Takko
SB 6258,fd,Employmnt after govt service,S GovtOp&Sec,,1/13/2016,Carlyle
SB 6259,f,School director compensation,S Rules X,,2/25/2016,Carlyle
SB 6260,fo,Postsecondary education,S Rules X,,2/25/2016,Hewitt
SB 6261,,Human remains,S subst for,,2/12/2016,Padden
SB 6262,f#,Coroners/warrant authority,S Rules 3,,3/10/2016,O'Ban
SB 6263,fo,Emergency mgmt. benefits,C 115 L 16,,3/31/2016,Warnick
SB 6264,fo,LEOFF 2 retirees/annuities,S subst for,,2/17/2016,Dammeier
SB 6265,f,Ag. vehicle weight limits,S subst for,,2/16/2016,King
SB 6266,,Health insurance contracting,S Health Care,,1/13/2016,Warnick
SB 6267,#,Conc. pistol license notices,S subst for,,2/12/2016,Schoesler
SB 6268,,RCW provisions not needed,S subst for,,2/17/2016,Schoesler
SB 6269,f,Reasonable effort definition,S Health Care,,1/13/2016,Becker
SB 6270,f,Prenatal vitamin coverage,S Rules X,,2/25/2016,Becker
SB 6271,,State health insurance pool,S Health Care,,1/13/2016,Becker
SB 6272,f,Medicaid reimbursement/PCPs,S Ways & Means,,2/5/2016,Becker
SB 6273,f,Schools/safe technology use,S subst for,,2/9/2016,Liias
SB 6274,af,Columbia river endorsement,C 223 L 16,,4/1/2016,Parlette
SB 6275,,Dental office support,S Health Care,,1/13/2016,Rivers
SB 6276,f,Energy eff. incentives pilot,S GovtOp&Sec,,1/13/2016,Roach
SB 6277,,Presidential primary date,S Rules X,,2/25/2016,Roach
SB 6278,,Plumbing industry,S Commerce and L,,1/13/2016,Roach
SB 6279,fd,Caseload forecast council,S Ways & Means,,1/14/2016,Hill
SB 6280,,Potentially unstable slopes,S Natural Resour,,1/14/2016,Rolfes
SB 6281,o,Uniform athlete agents act,S subst for,,2/9/2016,Fain
SB 6282,fo#,Mortgage lending fraud/acct.,C 7 L 16,,3/10/2016,Benton
SB 6283,fo,Securities act of WA,S subst for,,2/15/2016,Benton
SB 6284,,Fire sprinkler systems,S subst for,,2/9/2016,Takko
SB 6285,f,Horse racing comm'n account,S subst for,,2/11/2016,Fain
SB 6286,f,Offender assault victims,S subst for,,2/16/2016,Pearson
SB 6287,f,Hydraulic projects,S Rules X,,2/25/2016,Honeyford
SB 6288,f,Motion picture compet. prog.,S Ways & Means,,1/14/2016,Baumgartner
SB 6289,,Digital indep. contractors,S subst for,,2/16/2016,Baumgartner
SB 6290,e,Apple commission,S subst for,,2/10/2016,Honeyford
SB 6291,f,Weighted GPAs,S Rules 3,,3/10/2016,Braun
SB 6292,f,Ed funding/fed. forest lands,S Rules 3,,3/10/2016,Braun
SB 6293,f,Student volunteers,S subst for,,2/16/2016,Braun
SB 6294,,Deadly force data collection,S Law & Justice,,1/14/2016,Hasegawa
SB 6295,,Coroner's inquests/venue,S subst for,,2/12/2016,Hasegawa
SB 6296,fd,Habitat & rec. lands group,C 151 L 16,,3/31/2016,Parlette
SB 6297,f#,Recreational pass penalties,S subst for,,2/17/2016,King
SB 6298,f,Homeless students gap act,S Ways & Means,,1/29/2016,Frockt
SB 6299,f,Transport. drafting error,C 32 L 16,,3/25/2016,King
SB 6300,fd,Military members/pro bono,S Ways & Means,,2/5/2016,O'Ban
SB 6301,,Employee personal vehicles,S subst for,,2/15/2016,Benton
SB 6302,fo,Minors/marijuana retailers,S Rules X,,2/25/2016,Rivers
SB 6303,fo,Marijuana disposal,S Rules X,,2/25/2016,Rivers
SB 6304,fo#,Marijuana sales/cooperatives,S Rules X,,2/25/2016,Rivers
SB 6305,f#,Liquor enforcement officers,S Commerce and L,,1/14/2016,Rivers
SB 6306,f,Carbon pollution tax,"S Energy, Enviro",,1/14/2016,Hobbs
SB 6307,d,Trans sup budget 2015-2017,S Rules 2,,2/25/2016,King
SB 6308,f,Migratory bird hunting fees,S Rules X,,2/25/2016,Takko
SB 6309,f,Service contract providers,S subst for,,2/17/2016,Angel
SB 6310,,Firearm responsible storage,S Law & Justice,,1/14/2016,Jayapal
SB 6311,f#,Affordable housing zones,S Ways & Means,,2/5/2016,Keiser
SB 6312,,Hospital district comm'rs,S Rules X,,2/25/2016,Keiser
SB 6313,,Rural library trustee appt.,S GovtOp&Sec,,1/14/2016,Fain
SB 6314,f#,County road admin. & maint.,S subst for,,2/17/2016,Fain
SB 6315,,Local gov. modernization,S Rules X,,2/25/2016,Roach
SB 6316,f#,Disaster area financing,S 2nd Reading,,3/28/2016,Parlette
SB 6317,f#,Office of superior courts,S subst for,,2/17/2016,Padden
SB 6318,,Dentistry practice offices,S Health Care,,1/14/2016,Baumgartner
SB 6319,f#,Civil service qualifications,S Rules X,,2/25/2016,Jayapal
SB 6320,,Rx drugs/costs,S Health Care,,1/14/2016,Habib
ESB 6321,f,Industrial insurance workers,S Rules 3,,3/10/2016,Baumgartner
SB 6322,f,Inmates/hospital payment,S Rules X,,2/25/2016,Pearson
SB 6323,,Domestic insurer acquisition,S Fin Inst/Ins,,1/15/2016,Chase
SB 6324,,Spirits & wine pref. pricing,S Commerce and La,,1/15/2016,Rivers
SB 6325,,Cider alcohol content,C 225 L 16,,4/1/2016,Baumgartner
SB 6326,,Automobile facility records,S subst for,,2/16/2016,King
SB 6327,,Hospital discharge planning,S subst for,,2/16/2016,Bailey
SB 6328,f#,Vapor products,S subst for,,3/28/2016,Dammeier
SB 6329,f,Parent to parent program,S subst for,,2/15/2016,O'Ban
SB 6330,f#,Lien recording fee exemption,S Fin Inst/Ins,,1/22/2016,Benton
SB 6331,f#,State patrol officers,S Transportation,,1/15/2016,Benton
SB 6332,fo,Teacher shortage,S EL/K-12,,1/15/2016,Litzow
SB 6333,,Fantasy sports contests,S Commerce and La,,1/15/2016,Ericksen
SB 6334,,GMA/rail dependent uses,S subst for,,2/17/2016,Benton
SB 6335,f,Nursing facility case mix,S Ways & Means,,2/5/2016,Parlette
SB 6336,,Health provider credentials,S Health Care,,1/18/2016,Parlette
SB 6337,#,Tax foreclosed prop./housing,S subst for,,2/16/2016,Darneille
SB 6338,,Cooperative assoc. mergers,S subst for,,2/15/2016,Padden
SB 6339,fd,Advisory measure recounts,S GovtOp&Sec,,1/18/2016,Roach
SB 6340,fd#,Voter preregistration,S GovtOp&Sec,,1/18/2016,Fain
SB 6341,f,Cannabis producer services,S subst for,,2/11/2016,Rivers
SB 6342,fo,Private activity bond alloc.,S subst for,,2/11/2016,Miloscia
SB 6343,d,Dairy farm nutrient uses,S Rules 3,,3/10/2016,Warnick
SB 6344,fd,Seed act arbitration,S Ag/Water/RurEc,,1/18/2016,Takko
SB 6345,fd,Fruit & vegetable inspection,C 229 L 16,,4/1/2016,Takko
SB 6346,f,Beer tasting event permit,S Rules X,,2/25/2016,King
SB 6347,f#,Forest fire prevention,S Ways & Means,,2/5/2016,Hobbs
SB 6348,,Existing county statutes,S GovtOp&Sec,,1/18/2016,Takko
ESB 6349,afd,Public funds and deposits,C 152 L 16,,3/31/2016,Benton
SB 6350,f#,Motor vehicle prop. offenses,S Rules 3,,3/10/2016,O'Ban
SB 6351,,Firearms/public places,S Law & Justice,,1/18/2016,Habib
SB 6352,,Extreme risk protect. orders,S Law & Justice,,1/18/2016,Frockt
SB 6353,f,School levy lid revs./delay,S EL/K-12,,1/18/2016,Rivers
SB 6354,f,Reverse transfer agreement,S subst for,,2/16/2016,Liias
SB 6355,f,High-technology research,S Ways & Means,,2/4/2016,Frockt
SB 6356,,Employee info. disclosure,S subst for,,2/16/2016,Roach
SB 6357,fd,Vehicle maximum gross weight,S Transportation,,1/18/2016,King
SB 6358,fd#,Rail fixed guideway system,S subst for,,2/15/2016,King
SB 6359,fd,Advertising activity moneys,S Rules X,,2/25/2016,Hobbs
SB 6360,fd#,Traffic fines consolidation,S subst for,,2/17/2016,O'Ban
SB 6361,fo,Electronic legal material,S Rules X,,2/25/2016,Pedersen
SB 6362,f,Tribal cultural resources,S Natural Resour,,1/18/2016,Chase
SB 6363,f,Transportation/waterways,S subst for,,2/17/2016,Takko
SB 6364,,DOC parenting program,S Law & Justice,,1/18/2016,Darneille
SB 6365,f#,Juvenile court decline ages,S HumSer/MenHlth,,1/18/2016,Darneille
SB 6366,f#,DNA markers database,S Ways & Means,,2/2/2016,Darneille
SB 6367,f#,Real estate tax/inheritance,S Ways & Means,,1/18/2016,Hewitt
SB 6368,f,Academic support pilot,S EL/K-12,,1/18/2016,Hobbs
SB 6369,,Contraceptives/year supply,S Health Care,,1/18/2016,Hobbs
SB 6370,fo,Child care worker records,S Rules X,,2/25/2016,Litzow
SB 6371,fo,Early learning agency def.,C 231 L 16,,4/1/2016,Litzow
SB 6372,#,Detention rooms and houses,S HumSer/MenHlth,,1/18/2016,Darneille
SB 6373,f#,Vehicle fees,S Rules X,,2/25/2016,King
SB 6374,,Phys. therapist dry needling,S Health Care,,1/18/2016,Dammeier
SB 6375,f#,Marijuana clubs,S Commerce and L,,1/18/2016,Rivers
SB 6376,,Human trafficking awareness,C 9 L 16,,3/10/2016,Fraser
SB 6377,f,Parks & rec. commission,S Rules X,,2/25/2016,Pearson
SB 6378,,Electronic product recycling,"S Energy, Enviro",,1/18/2016,Chase
SB 6379,$fd#,Automatic voter registration,S GovtOp&Sec,,1/18/2016,Jayapal
SB 6380,f,Eliminating unnecessary laws,S Rules X,,2/25/2016,Benton
SB 6381,,I-732 alternative,"S Energy, Enviro",,1/18/2016,Ericksen
SB 6382,fd,Child welfare system perf.,S Rules X,,2/25/2016,O'Ban
SB 6383,fd#,Dependency petition reqs.,S Rules X,,2/25/2016,O'Ban
SB 6384,,Dual purposes of land,S Transportation,,1/19/2016,King
SB 6385,,Fire contractor license fund,S Commerce and La,,1/19/2016,McCoy
SB 6386,f,Retractable basketball hoops,S Rules X,,2/25/2016,Benton
SB 6387,,Fire district formation,S Rules X,,2/25/2016,Roach
SB 6388,f,Small winery tax relief,S Ways & Means,,2/4/2016,Warnick
SB 6389,f,East Asian med. therapies,S Rules X,,2/25/2016,Keiser
SB 6390,f,Wine & beer samples,S Rules X,,2/25/2016,Warnick
SB 6391,f#,Tribe emergency placements,S Rules X,,2/25/2016,Braun
SB 6392,,Wildlife & rec. acquisitions,S Natural Resour,,1/19/2016,Honeyford
SB 6393,,Small & limited public works,S Rules X,,2/25/2016,Warnick
SB 6394,,Hearing disability coverage,S Health Care,,1/19/2016,Rolfes
SB 6395,f#,Transit auth. board members,S Transportation,,1/19/2016,O'Ban
SB 6396,f,Rule review and expiration,S Rules 3,,3/10/2016,Braun
SB 6397,fd#,State & local fiscal agents,S Rules X,,2/25/2016,Hill
SB 6398,,Cultural foods,C 20 L 16 E1,V,3/29/2016,Hasegawa
SB 6399,f,Massage transfer programs,S Health Care,,1/19/2016,Rivers
SB 6400,fd,Technical changes/wildlife,C 64 L 16,,3/29/2016,Hewitt
SB 6401,fd,Secondary fish receivers,C 21 L 16 E1,V,3/29/2016,Rolfes
SB 6402,,Court consultation of JIS,S Law & Justice,,1/19/2016,Pedersen
SB 6403,,Surrender/surety's bond,S Law & Justice,,1/19/2016,Padden
SB 6404,f,Dental licensure/residency,S Health Care,,1/19/2016,Angel
SB 6405,,Civilian health program,C 65 L 16,,3/29/2016,Benton
SB 6406,,CPA firm mobility,S subst for,,2/17/2016,Warnick
SB 6407,,Recess time requirement,S EL/K-12,,1/19/2016,Fain
SB 6408,f,Paraeducators,S subst for,,2/15/2016,Hill
SB 6409,fo,Higher ed. admin. efficiency,S subst for,,2/16/2016,Bailey
SB 6410,f,Public emp. union elections,S Rules X,,2/25/2016,Hewitt
SB 6411,,Professional service corps.,S subst for,,2/15/2016,Angel
SB 6412,f,Annual tax surveys & reports,S Ways & Means,,1/20/2016,Hewitt
ESB 6413,a,Landlord-tenant provisions,C 66 L 16,,3/29/2016,Mullet
SB 6414,f,Hatchery management,S 3rd Reading,,3/28/2016,Rolfes
SB 6415,f,Career & tech. ed. materials,S EL/K-12,,1/20/2016,Rolfes
SB 6416,f,Firefighter license plates,S Transportation,,1/20/2016,Liias
SB 6417,f#,Commissioned court marshals,S Commerce and L,,1/20/2016,Pearson
SB 6418,f#,Oil transportation safety,"S Energy, Enviro",,1/20/2016,Ranker
SB 6419,f,Air pollution control devs.,"S Energy, Enviro",,1/20/2016,Ranker
SB 6420,f#,Land capacity review & eval.,S Rules X,,2/25/2016,Roach
SB 6421,f,Epi. autoinjector agreements,S subst for,,2/15/2016,Ranker
SB 6422,f#,Affordable housing,S HumSer/MenHlth,,1/20/2016,Miloscia
SB 6423,f,Zero-based budget reviews,S Ways & Means,,2/5/2016,Miloscia
SB 6424,f,Agency self-assessments,S Ways & Means,,2/5/2016,Miloscia
SB 6425,f#,Excess liquor revenue dist.,S Ways & Means,,1/20/2016,Hewitt
SB 6426,,School siting,S subst for,,2/16/2016,Conway
SB 6427,f,Tribal member/vehicle sale,S subst for,,2/16/2016,Fain
SB 6428,,Freight mobility bd. funding,S Transportation,,1/20/2016,King
SB 6429,f,School day start times,S Rules X,,2/25/2016,McAuliffe
SB 6430,f#,Incarceration/cont. of care,S subst for,,2/17/2016,Parlette
SB 6431,f,K-12 leave cost study,S EL/K-12,,1/20/2016,Mullet
SB 6432,f,Student mental health,S EL/K-12,,1/20/2016,Litzow
SB 6433,f,Forfeiting public pensions,S Ways & Means,,1/20/2016,Bailey
SB 6434,f,Garnishing public pensions,S Ways & Means,,1/20/2016,Bailey
SB 6435,,Optional salary deferral,S Ways & Means,,1/20/2016,Bailey
SB 6436,,Dredged materials,"S Energy, Environ",,1/20/2016,Ericksen
SB 6437,f,Drones near correction. fac.,S Rules X,,2/25/2016,Roach
SB 6438,f,Tax and licensing laws,S 2nd Reading,,3/29/2016,Schoesler
SB 6439,,Multiregional state emerg.,S subst for,,2/17/2016,Bailey
SB 6440,f,Flame retardant chemicals,S Rules X,,2/25/2016,Parlette
SB 6441,,Tenancy termination notices,S Fin Inst/Ins,,1/20/2016,Cleveland
SB 6442,,Equal pay and opportunities,S Commerce and L,,1/20/2016,Cleveland
SB 6443,,Gender seg. facility rules,S Failed 3rd,,2/10/2016,Ericksen
SB 6444,f#,Commercial trans. providers,S Transportation,,1/20/2016,Braun
