Bill,Flags,Title,Status,Veto,Date,Original Sponsor,Committee Sponsor,Companion Bills,Last Roll Call,Latest Committee Recommendation,Sponsor (combined),Secondary Sponsor,This Committee Recommendation
"HB 1192","f","Federal land transfer","H Cap Budget","","1/15/2015","Taylor","","","","","Taylor","Shea",""
"HB 1193","","Legal firearms, owners of","H Judiciary","","1/15/2015","Taylor","","","","","Taylor","Scott",""
"HB 1194","fo","Death benefits/LEOFF, WSPRS","H subst for","","3/4/2015","Kirby","","SB 5246(S Commerce and L)","","DPS(LAB)22 DNP10 w/oRec1 (APP 15)","Kirby","Holy",""
"HB 1195","f","Tow truck operators","H Labor & Workpla","","1/11/2016","Rodne","","SB 5207(C 227 L 15)","","DP7 (LAWS 15)","Rodne","Clibborn",""
"HB 1196","f","Real estate appraisers","H Rules X","","3/4/2015","Hunt, G.","","SB 5597(S subst for)","","DP11 (BFS 15)","Hunt, G.","Kirby",""
"HB 1197","","Water-sewer districts","H Local Govt","","1/11/2016","Takko","","SB 5350(S subst for)","","DPS9 (LG 15)","Takko","Kochmar",""
"HB 1198","f","Beer, cider/grocery stores","H Gen Govt & Info","","2/19/2015","Vick","","SB 5280(S subst for)","","DPS8 DNP1 (COG 15)","Vick","Kirby",""
"HB 1199","f","Species status/F&W comm.","H Ag & Nat Res","","1/15/2015","Short","","SB 5583(S subst for)","","","Short","Blake",""
"HB 1200","f","Fish and wildlife policies","H State Governme","","1/15/2015","Scott","","SB 5372(S Natural Resour)","","","Scott","Shea",""
"HB 1201","","Administrative rules","H State Governme","","1/15/2015","Scott","","SB 5365(S Rules X)","","","Scott","Shea",""
"HB 1202","","Ecology administrative rules","H State Governme","","1/15/2015","Scott","","SB 5367(S Energy, Enviro)","","","Scott","Shea",""
"HB 1203","","Adminstrative rules & policy","H State Governme","","1/15/2015","Scott","","SB 5368(S Rules X)","","","Scott","Shea",""
"HB 1204","f","Ecology policies enforcement","H State Governme","","1/15/2015","Scott","","SB 5366(S Energy, Enviro)","","","Scott","Shea",""
"HB 1205","f","Nongovernment parties/claims","H Judiciary","","1/15/2015","Shea","","SB 5370(S Ways & Means)","","","Shea","Scott",""
"HB 1206","","Admin action/judicial review","H Judiciary","","1/15/2015","Shea","","SB 5373(S Rules X)","","","Shea","Scott",""
"HB 1207","","Law interpretation, judicial","H Judiciary","","1/15/2015","Shea","","SB 5374(S Rules X)","","","Shea","Scott",""
"HB 1208","f","Adjudicative proceedings","H Judiciary","","1/15/2015","Scott","","SB 5369(S Rules X)","","","Scott","Shea",""
"HB 1209","","Jnt. admin rules review comm","H State Governme","","1/15/2015","Scott","","SB 5364(S Rules X)","","","Scott","Shea",""
"HB 1210","f#","Poll-site voting & voting ID","H State Governme","","1/15/2015","Hunt, G.","","","","","Hunt, G.","Taylor",""
"HB 1211","f","Wage payment/fees and costs","H subst for","","3/11/2015","Hunt, G.","","","","DPS7 (LAWS 15)","Hunt, G.","Reykdal",""
"HB 1212","f","ID info of retail customers","H Bus & Fin Svcs","","1/11/2016","Hunt, G.","","","","DPS10 (BFS 15)","Hunt, G.","Goodman",""
"HB 1213","#","County veterans assist. fund","H subst for","","2/17/2016","Orwall","","SB 5171(S Rules X)","","DPS7 (CDHT 15)","Orwall","Klippert",""
"HB 1214","","Ag lands/shoreline mgmt act","H Local Govt","","1/15/2015","Scott","","SB 5168(S Ag/Water/RurEc)","","","Scott","Taylor",""
"HB 1215","f#","Ag land conversion/GMA","H Local Govt","","1/15/2015","Scott","","SB 5169(S Ag/Water/RurEc)","","","Scott","Taylor",""
"HB 1216","","Ag land conversion/GMA, SMA","H Local Govt","","1/15/2015","Scott","","SB 5170(S Ag/Water/RurEcD)","","","Scott","Taylor",""
"HB 1217","","Capitol furnishings pres com","H State Governmen","","1/11/2016","Moeller","","SB 5176(C 24 L 15)","","DP7 (SG 15)","Moeller","Johnson",""
"HB 1218","f","Nontoll transp. projects","H Trans","","1/11/2016","Zeiger","","","","DP24 (TR 15)","Zeiger","Clibborn",""
"HB 1219","f","State bridges","C 10 L 15 E3","","7/6/2015","Zeiger","","","45-0-0-4","DP25 (TR 15)","Zeiger","Clibborn",""
"HB 1220","f","Ag crop protection products","H Finance","","1/21/2015","Blake","","SB 5209(S Rules X)","","","Blake","Wilcox",""
"HB 1221","f#","Passenger-only ferry distr's","H Trans","","1/11/2016","Hansen","","SB 5242(S Transportation)","","DPS13 DNP3 (FIN 15)","Hansen","Young",""
"HB 1222","f#","Firefighting apparatus","C 16 L 15","","4/17/2015","McBride","","SB 5457(S Rules X)","48-0-0-1","DP10 (TRAN 15)","McBride","Griffey",""
"HB 1223","","Lodging tx/workforce housing","H subst for","","3/5/2015","Springer","","","","DPS(CDHT)13 DNP2 w/oRec1 (FIN 15)","Springer","Kochmar",""
"HB 1224","f","Wolf recovery, rate of","H Ag & Nat Res","","1/15/2015","Kretz","","","","","Kretz","Short",""
"HB 1225","","Species status/F&W comm.","H Ag & Nat Res","","1/15/2015","Kretz","","","","","Kretz","Blake",""
"HB 1226","f#","Domestic violence assault","H Rules C","","3/13/2015","Goodman","","SB 5605(C 113 L 16)","","DP10 (ELHS 15)","Goodman","Kagi",""
"HB 1227","f","Working WA spec. lic. plates","H Trans","","1/15/2015","Sells","","","","","Sells","Moscoso",""
"HB 1228","f","Ballot measure fiscal info","H State Governme","","1/15/2015","Johnson","","","","","Johnson","Hunt, S.",""
"HB 1229","","Initiatives, fiscal info","H State Governme","","1/15/2015","Johnson","","","","","Johnson","Hunt, S.",""
"HB 1230","f#","Interest arbitration","H Approps","","1/11/2016","Sells","","","51-47-0-0","DP5 DNP2 (LAWS 15)","Sells","Ormsby",""
"HB 1231","f","Prevailing rate of wage","H Rules 3C","","3/10/2016","Ormsby","","","50-48-0-0","DP4 DNP3 (LAWS 16)","Ormsby","Sells",""
"HB 1232","","Fishing guide licenses","C 103 L 15","","4/25/2015","Chandler","","","48-0-0-1","DP6 DNP1 (NRP 15)","Chandler","Blake",""
"HB 1233","","Groundwater for domestic use","H Ag & Nat Res","","1/15/2015","Chandler","","","","","Chandler","Blake",""
"HB 1234","fd#","Building permit fees","H Rules R","","2/27/2015","Senn","","SB 5183(S GovtOp&StSec)","","DPS4 DNP3 (GGIT 15)","Senn","",""
"HB 1235","d","Procurement law","H State Governmen","","1/11/2016","Holy","","SB 5075(C 79 L 15)","","DP7 (SG 15)","Holy","Hunt, S.",""
"HB 1236","f","College bound scholarship","H subst for","","3/4/2015","Ortiz-Self","","","","DPS10 w/oRec3 (HE 15)","Ortiz-Self","Johnson",""
"HB 1237","","Landowners and forest fires","H Ag & Nat Res","","1/15/2015","Kretz","","","","","Kretz","Blake",""
"HB 1238","f","Affordable tuition planning","H subst for","","3/5/2015","Pollet","","","","DPS10 DNP2 w/oRec1 (HE 15)","Pollet","Haler",""
"HB 1239","f","Tax exemption accountability","H Finance","","1/15/2015","Pollet","","SB 5492(S Ways & Means)","","","Pollet","Appleton",""
"HB 1240","f","Student restraint, isolation","H subst for","","3/2/2015","Pollet","","SB 5908(S Rules X)","","DPS16 DNP4 w/oRec1 (ED 15)","Pollet","Santos",""
"HB 1241","f","Hiring veterans B&O credit","H Finance","","2/5/2015","Muri","","SB 5042(S Rules X)","","DP7 (CDHT 15)","Muri","Hunt, G.",""
"HB 1242","","Educational employee strikes","H Labor","","1/15/2015","Muri","","","","","Muri","Magendanz",""
"HB 1243","f#","Truancy of students","H Judiciary","","1/15/2015","Muri","","","","","Muri","Hargrove",""
"HB 1244","f#","Motorcycle helmets","H Trans","","1/16/2015","Shea","","","","","Shea","Scott",""
"HB 1245","","Gun sale background checks","H Judiciary","","1/16/2015","Shea","","","","","Shea","Taylor",""
"HB 1246","","Foreign laws","H Judiciary","","1/16/2015","Shea","","","","","Shea","Scott",""
"HB 1247","","Human decapitation","H Judiciary","","1/16/2015","Shea","","","","","Shea","Scott",""
"HB 1248","","Court proceedings","H subst for","","2/19/2015","Shea","","","","DPS10 DNP2 w/oRec1 (JUDI 15)","Shea","Sawyer",""
"HB 1249","f","Nonprofit risk pools","H Bus & Fin Svcs","","1/11/2016","Clibborn","","SB 5119(C 109 L 15)","","DP6 (GGIT 15)","Clibborn","Fagan",""
"HB 1250","fd","Notice and review processes","H Rules X","","2/26/2016","Holy","","SB 5138(S subst for)","","DPS9 (LG 15)","Holy","Hunt, S.",""
"HB 1251","f#","Emergency med services levy","H Finance","","1/16/2015","Van De Wege","","","","","Van De Wege","Fey",""
"HB 1252","f#","Massage therapy, reflexology","H subst for","","3/2/2015","Wylie","","SB 5582(S Health Care)","","DPS(PS)7 (GGIT 15)","Wylie","Harris",""
"HB 1253","f","Workplace injury reporting","H Labor","","1/16/2015","Manweller","","SB 5576(S Rules X)","","","Manweller","Hunt, G.",""
"HB 1254","f","Prevailing wages/pilot prjct","H Labor","","1/16/2015","Manweller","","SB 5951(S Rules X)","","","Manweller","Short",""
"HB 1255","fo","Minority & women's business","H Approps","","2/12/2015","Tarleton","","SB 5254(S Commerce and L)","","DPS12 (TED 15)","Tarleton","Ryu",""
"HB 1256","f","Derelict vessel prevention","H Ag & Nat Res","","1/16/2015","Tharinger","","","","","Tharinger","Fitzgibbon",""
"HB 1257","","Tenant screening reports","H subst for","","3/5/2015","Walkinshaw","","SB 5123(S Fin Inst/Ins)","","DPS7 DNP6 (JUDI 15)","Walkinshaw","Senn",""
"EHB 1258","f#","Detention decision review","H Judiciary","","1/11/2016","Walkinshaw","","SB 5269(S subst for)","98-0-0-0","DP33 (APP 15)","Walkinshaw","Rodne",""
"HB 1259","","ARNPs/signing documentation","C 104 L 15","","4/25/2015","Cody","","SB 5682(S Health Care)","49-0-0-0","DP12 (HLTH 15)","Cody","Schmick",""
"HB 1260","f","Child support credit","H Judiciary","","1/11/2016","Kilduff","","SB 5793(C 124 L 15)","97-0-0-1","DP13 (JUDI 15)","Kilduff","Muri",""
"HB 1261","","Tribal hunters/enforcement","H Comm Dev, Hous","","1/16/2015","Sawyer","","","","","Sawyer","Appleton",""
"HB 1262","","Fed. govt owning land in WA","H Cap Budget","","1/16/2015","Blake","","SB 5405(S Rules X)","","","Blake","Takko",""
"HB 1263","","CPAs/priv. investigator regs","C 105 L 15","","4/25/2015","Stokesbary","","","47-0-0-2","DP7 (CL 15)","Stokesbary","Kirby",""
"HB 1264","f#","Conservation district rates","H Local Govt","","1/16/2015","Wilcox","","SB 5322(S subst for)","","","Wilcox","Blake",""
"HB 1265","f","Local revital. finan. proj's","H Tech &  Econ De","","1/11/2016","Fey","","SB 5249(C 112 L 15)","","DP8 DNP3 (TED 15)","Fey","Kochmar",""
"HB 1266","","Irrigation distrct elections","H State Governme","","1/16/2015","Buys","","","","","Buys","Haler",""
"HB 1267","","Irrigation/water right chngs","H Rules R","","2/12/2015","Buys","","","","DP10 DNP3 (AGNR 15)","Buys","",""
"HB 1268","f","Hemp in animal feed","C 106 L 15","","4/25/2015","Buys","","","49-0-0-0","DP23 (WM 15)","Buys","Lytton",""
"HB 1269","f","Dairy inspection program","H Gen Govt & Info","","2/12/2015","Buys","","","","DP10 DNP1 w/oRec2 (AGNR 15)","Buys","Van Werven",""
"HB 1270","f","Salmon hatchery management","H Gen Govt & Info","","2/20/2015","Buys","","","","DPS10 DNP2 (AGNR 15)","Buys","Blake",""
"HB 1271","f","Rock collecting, state lands","H Ag & Nat Res","","1/16/2015","Buys","","","","","Buys","",""
"HB 1272","f#","Intimate images/distributing","H subst for","","3/6/2015","Buys","","","","DP2S(w/o sub PS)7 (GGIT 15)","Buys","Orwall",""
"HB 1273","f#","Family & medical leave insur","H Approps","","2/6/2015","Robinson","","SB 5459(S Commerce and L)","","DPS4 DNP3 (LAWS 15)","Robinson","Sells",""
"HB 1274","f","Nursing home payment rates","H subst for","","6/24/2015","Cody","","SB 5152(S subst for)","","DPS33 (APP 15)","Cody","Jinkins",""
"HB 1275","f","Osteopath med & surgery brd","H Rules R","","2/3/2015","Cody","","SB 5558(S Health Care)","","DP12 DNP2 (HCW 15)","Cody","Haler",""
"HB 1276","","Impaired driving","H subst for","","3/6/2015","Klippert","","","","DP2S(w/o sub PS)7 (GGIT 15)","Klippert","Goodman",""
"HB 1277","","Military member lodging","C 36 L 15","","4/21/2015","Klippert","","SB 5164(S Rules X)","45-0-0-4","DP4 (HSMH 15)","Klippert","Appleton",""
"HB 1278","f","Building energy use","H Rules X","","2/26/2016","Fitzgibbon","","","","DP2S(w/o sub ENVI)4 DNP3 (GGIT 15)","Fitzgibbon","Dunshee",""
"HB 1279","f#","Local tourism promo. areas","C 131 L 15","","4/28/2015","Kochmar","","SB 5819(S Rules X)","46-3-0-0","DP6 (TRED 15)","Kochmar","Gregory",""
"HB 1280","","Commission, Indian services","H Comm Dev, Hous","","1/16/2015","Sawyer","","","","","Sawyer","Appleton",""
"HB 1281","f#","Sexual exploitation of minor","H subst for","","3/4/2015","Sawyer","","","","DP2S(w/o sub PS)33 (APP 15)","Sawyer","Orwall",""
"HB 1282","f#","Driving w/license suspended","C 149 L 15","","5/1/2015","Zeiger","","","29-18-0-2","DP7 (LAW 15)","Zeiger","Goodman",""
"HB 1283","","Debt adjusting/nonprofit org","H subst for","","3/10/2015","Parker","","SB 5485(S subst for)","","DPS11 (BFS 15)","Parker","Kirby",""
"HB 1284","f","Railroad employee work hours","H Rules X","","2/26/2016","Haler","","SB 5696(S Commerce and L)","","DPS(LAB)5 DNP2 (GGIT 15)","Haler","Sells",""
"HB 1285","f#","Newborn heart disease","H subst for","","3/2/2015","Riccelli","","","","DPS13 (HCW 15)","Riccelli","Hunt, G.",""
"HB 1286","f","Long-term care funding study","H Approps","","2/17/2015","Tharinger","","SB 5258(S Rules X)","","DP14 DNP1 (HCW 15)","Tharinger","Harris",""
"HB 1287","f#","Involuntary treatment","H Approps","","2/9/2015","Orwall","","","","DP13 (JUDI 15)","Orwall","Jinkins",""
"HB 1288","f","Involuntary treatment study","H Judiciary","","1/16/2015","Orwall","","","","","Orwall","Rodne",""
"HB 1289","f","State energy code, adoption","H Tech &  Econ D","","1/16/2015","Buys","","SB 5804(S subst for)","","","Buys","Takko",""
"HB 1290","f","Winery tasting rooms","H subst for","","2/16/2016","Condotta","","SB 5212(S Rules X)","","DPS6 (GGIT 16)","Condotta","Hurst",""
"HB 1291","","Residential fire sprinklers","H Labor","","1/16/2015","Buys","","","","","Buys","Takko",""
"HB 1292","","Water facility fee immunity","H Judiciary","","1/16/2015","Young","","","","","Young","Caldier",""
"HB 1293","f","Paraeducators","H Education","","1/16/2015","Bergquist","","SB 5179(S subst for)","","","Bergquist","Magendanz",""
"HB 1294","f#","Youth voter registration","H Rules 3C","","3/10/2016","Bergquist","","","57-39-0-1","DP4 DNP2 w/oRec1 (SG 15)","Bergquist","Stambaugh",""
"HB 1295","f","Breakfast after the bell","H subst for","","3/4/2015","Hudgins","","SB 5437(S Rules X)","","DPS(ED)27 DNP6 (APP 15)","Hudgins","Magendanz",""
"HB 1296","f","Cigar lounges & tobacconists","H HC/Wellness","","2/2/2015","Vick","","SB 5917(S Rules X)","","DPS9 (COG 15)","Vick","Kirby",""
"HB 1297","e","Trans sup budget 2013-2015","H Trans","","1/16/2015","Clibborn","","SB 5359(S Transportation)","","","Clibborn","Fey",""
"HB 1298","e","Transportation projcts/bonds","H Trans","","1/11/2016","Clibborn","","SB 5361(S Transportation)","","DPS17 DNP8 (TR 15)","Clibborn","Fey",""
"HB 1299","e","Trans budget 2015-2017","H subst for","","4/9/2015","Clibborn","","SB 5360(S Transportation)","","DPS22 DNP1 w/oRec1 (TR 15)","Clibborn","Fey",""
"HB 1300","fe#","Transportation revenue","H Trans","","1/16/2015","Clibborn","","SB 5358(S Transportation)","","","Clibborn","Fey",""
"HB 1301","","Fantasy sports contests","H Commerce & Gam","","1/16/2015","Pettigrew","","SB 5284(S Commerce and La)","","","Pettigrew","Vick",""
"HB 1302","","Child abduction statutes","C 38 L 15","","4/21/2015","Haler","","SB 5394(S Rules X)","45-0-0-4","DP7 (LAW 15)","Haler","Tarleton",""
"HB 1303","f","Degree production incentive","H Hi Ed","","1/16/2015","Haler","","","","","Haler","Pollet",""
"HB 1304","f","Public funds/recip. deposits","H Rules 3C","","4/24/2015","Kirby","","SB 5265(C 2 L 16 E1)","97-0-0-1","DP6 (FI 15)","Kirby","Vick",""
"HB 1305","f#","Therapeutic courts","H Judiciary","","1/19/2015","Walkinshaw","","SB 5107(C 291 L 15)","","","Walkinshaw","Rodne",""
"HB 1306","f#","Aquatic land mgmt for marina","H Environment","","1/19/2015","Hayes","","","","","Hayes","Orwall",""
"HB 1307","fd","Residen'l services & support","C 39 L 15","","4/21/2015","Harris","","SB 5674(S Rules X)","48-0-0-1","DP12 (HLTH 15)","Harris","Tharinger",""
"HB 1308","","Surplus lines of insurance","C 132 L 15","","4/29/2015","Vick","","SB 5725(S Rules X)","47-0-0-2","DP6 (FI 15)","Vick","Kirby",""
"HB 1309","f","Floating home/sale by broker","C 133 L 15","","4/29/2015","Vick","","","47-0-0-2","DP7 (CL 15)","Vick","Kirby",""
"HB 1310","fd","NFPA, bldg code council/stds","H Local Govt","","1/11/2016","Takko","","SB 5271(S Rules 3)","","DP7 DNP2 (LG 15)","Takko","Kochmar",""
"HB 1311","fd","Missing children/advisry brd","H Rules X","","3/4/2015","Hunt, S.","","SB 5270(C 208 L 16)","","DP9 (PS 15)","Hunt, S.","Holy",""
"HB 1312","f#","Bail forfeiture exoneration","H Rules R","","2/2/2016","Goodman","","","","DPS8 w/oRec1 (PS 16)","Goodman","Moscoso",""
"HB 1313","","Fire protection budgets","H subst for","","3/2/2015","Zeiger","","SB 5182(S Rules X)","","DPS9 (LG 15)","Zeiger","Fey",""
"HB 1314","fe","Carbon pollution market prog","H Approps","","2/12/2015","Fitzgibbon","","SB 5283(S Energy, Enviro)","","DPS6 DNP5 (ENVI 15)","Fitzgibbon","Hunter",""
"HB 1315","f","Plumbing & electrical trades","H Labor","","1/19/2015","Manweller","","","","","Manweller","Condotta",""
"HB 1316","","Arrest without warrant","H subst for","","3/2/2015","Stambaugh","","SB 5250(S Law & Justice)","","DPS13 (JUDI 15)","Stambaugh","Jinkins",""
"HB 1317","","Sewer charges, collecting","C 41 L 15","","4/21/2015","Zeiger","","SB 5172(S Rules X)","48-0-0-1","DP6 (GOS 15)","Zeiger","Kilduff",""
"HB 1318","","Deficit reimbursemnt/ferries","H Trans","","1/19/2015","Fey","","SB 5307(C 230 L 15)","","","Fey","Muri",""
"HB 1319","fd#","Offenses prior to 18 yrs old","H subst for","","3/6/2015","Goodman","","SB 5839(S Rules X)","","DPS8 (PS 15)","Goodman","Moscoso",""
"HB 1320","fd","Identicard/incarc'd offender","H subst for","","3/10/2015","Goodman","","SB 5173(S Law & Justice)","","DP2S(w/o sub PS)7 (GGIT 15)","Goodman","Moscoso",""
"HB 1321","","Health coverage/WA residents","H Rules R","","2/5/2016","Robinson","","SB 5305(S Health Care)","","DP8 DNP7 (HCW 16)","Robinson","Ryu",""
"HB 1322","f","State retirement plans","H Rules 3C","","3/10/2016","Reykdal","","","96-0-0-1","DP33 (APP 15)","Reykdal","",""
"HB 1323","f","Advisory votes, repealing","H Rules R","","2/20/2015","Reykdal","","","","DPS4 DNP3 (SG 15)","Reykdal","Sawyer",""
"HB 1324","","Protecting persons, property","H Judiciary","","1/19/2015","Shea","","","","","Shea","Scott",""
"HB 1325","","Agencies/greenhouse gases","H Environment","","1/19/2015","Shea","","","","","Shea","Scott",""
"HB 1326","","Public art works/trans funds","H Trans","","1/19/2015","Shea","","","","","Shea","Scott",""
